Pillars			
	Target Speed	7	m/s
	Penalty Time	5	sec
	Collision penalty	35	sec
	
Iteration  1	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
3	100	15.574	6.682	0	0	7.561	7.549	7.784	7.631	0	15.574	1	6.682	95.46%
4	100	19.433	5.646	0	0	8.607	9.225	10.344	9.392	0	19.433	1	5.646	80.66%
5	100	17.381	5.988	1	0	12.09	12.607	13.644	12.78	35	52.381	0	0	85.54%
6	100	16.755	6.324	0	0	13.85	14.095	14.096	14.014	0	16.755	1	6.324	90.34%
7	100	20.147	5.621	0	0	14.113	14.663	15.338	14.705	0	20.147	1	5.621	80.30%
8	100	19.452	5.995	0	0	16.292	20.805	21.088	19.395	0	19.452	1	5.995	85.64%
9	100	20.229	5.522	1	0	21.518	20.417	21.674	21.203	35	55.229	0	0	78.89%
10	100	35.261	3.908	0	0	21.81	20.966	21.376	21.384	0	35.261	1	3.908	55.83%

Iteration  5	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	14.283	7.052	0	0	7.484	7.484	7.484	7.484	0	14.283	1	7.052	100.74%
2	100	14.692	6.875	0	0	7.532	7.577	7.577	7.562	0	14.692	1	6.875	98.21%
3	100	16.062	6.522	0	0	7.577	7.723	8.078	7.793	0	16.062	1	6.522	93.17%
4	100	17.291	6.132	0	0	8.783	9.014	9.133	8.977	0	17.291	1	6.132	87.60%
5	100	18.496	6.218	0	0	9.378	9.491	11.08	9.983	0	18.496	1	6.218	88.83%
6	100	23.067	5.25	0	0	12.806	13.812	14.816	13.811	0	23.067	1	5.25	75.00%
7	100	18.722	6.108	0	0	14.929	15.005	15.736	15.223	0	18.722	1	6.108	87.26%
8	100	18.817	6.036	0	0	16.374	18.935	20.01	18.44	0	18.817	1	6.036	86.23%
9	100	22.99	5.042	0	0	21.78	21.189	22.483	21.817	0	22.99	1	5.042	72.03%
10	100	24.492	5.09	0	0	22.177	22.663	18.97	21.27	0	24.492	1	5.09	72.71%

Iteration  6	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	14.526	7.049	0	0	10.018	10.023	10.023	10.021	0	14.526	1	7.049	100.70%
2	100	14.814	6.883	0	0	10.023	10.023	10.023	10.023	0	14.814	1	6.883	98.33%
3	100	15.62	6.598	0	0	10.023	10.175	10.394	10.197	0	15.62	1	6.598	94.26%
4	100	17.753	6.118	0	0	10.395	10.527	10.989	10.637	0	17.753	1	6.118	87.40%
5	100	17.931	6.255	0	0	10.986	11.076	12.028	11.363	0	17.931	1	6.255	89.36%
6	100	17.029	6.331	0	0	12.34	13.503	13.7	13.181	0	17.029	1	6.331	90.44%
7	100	18.304	6.207	0	0	14.055	14.089	13.77	13.971	0	18.304	1	6.207	88.67%
8	100	18.077	6.282	0	0	16.111	19.919	20.627	18.886	0	18.077	1	6.282	89.74%
9	100	29.302	4.144	0	0	21.979	22.328	23.39	22.566	0	29.302	1	4.144	59.20%
10	100	22.807	5.035	0	0	21.64	18.917	21.264	20.607	0	22.807	1	5.035	71.93%

Iteration  7	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	14.262	7.044	0	0	7.468	7.468	7.468	7.468	0	14.262	1	7.044	100.63%
2	100	14.716	6.874	0	0	7.538	7.609	7.609	7.585	0	14.716	1	6.874	98.20%
3	100	15.39	6.701	0	0	7.609	7.673	7.796	7.693	0	15.39	1	6.701	95.73%
4	100	16.944	6.271	0	0	8.475	8.924	9.24	8.88	0	16.944	1	6.271	89.59%
5	100	18.02	6.393	0	0	9.627	10.142	11.245	10.338	0	18.02	1	6.393	91.33%
6	100	19.031	5.62	1	0	12.236	12.949	13.059	12.748	35	54.031	0	0	80.29%
7	100	20.006	5.515	1	0	14.143	15.211	17.554	15.636	35	55.006	0	0	78.79%
8	100	18.16	6.148	0	0	19.401	20.908	21.696	20.668	0	18.16	1	6.148	87.83%
9	100	24.138	4.665	0	0	21.807	22.799	22.067	22.224	0	24.138	1	4.665	66.64%
10	100	29.693	4.503	0	0	21.319	21.144	19.297	20.587	0	29.693	1	4.503	64.33%

Iteration  8	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	14.366	7.053	0	0	9.613	9.616	9.616	9.615	0	14.366	1	7.053	100.76%
2	100	14.37	7.061	0	0	9.616	9.616	9.616	9.616	0	14.37	1	7.061	100.87%
3	100	15.481	6.631	0	0	9.621	9.709	9.71	9.68	0	15.481	1	6.631	94.73%
4	100	15.406	6.713	0	0	9.71	9.71	10.554	9.991	0	15.406	1	6.713	95.90%
5	100	18.547	5.919	0	0	11.134	11.186	12.37	11.563	0	18.547	1	5.919	84.56%
6	100	20.559	6.023	0	0	13.059	13.886	13.709	13.551	0	20.559	1	6.023	86.04%
7	100	17.859	6.264	0	0	14.389	14.699	15.172	14.753	0	17.859	1	6.264	89.49%
8	100	18.684	6.072	0	1	16.463	19.623	20.214	18.767	0	18.684	0	6.072	86.74%
9	100	38.505	4.618	0	1	21.349	19.916	22.465	21.243	0	38.505	0	4.618	65.97%
10	100	17.12	6.277	0	0	21.286	21.189	20.031	20.835	0	17.12	1	6.277	89.67%

Iteration  9	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	14.431	7.065	0	0	9.888	9.892	9.892	9.891	0	14.431	1	7.065	100.93%
2	100	14.68	6.917	0	0	9.892	9.892	9.892	9.892	0	14.68	1	6.917	98.81%
3	100	15.4	6.672	0	0	9.892	9.892	9.892	9.892	0	15.4	1	6.672	95.31%
4	100	15.558	6.728	0	0	9.892	9.892	9.892	9.892	0	15.558	1	6.728	96.11%
5	100	18.323	6.279	0	0	9.892	10.039	11.514	10.482	0	18.323	1	6.279	89.70%
6	100	16.65	6.384	0	0	12.616	13.76	13.84	13.405	0	16.65	1	6.384	91.20%
7	100	17.977	6.283	0	0	14.919	15.486	16.04	15.482	0	17.977	1	6.283	89.76%
8	100	17.822	6.166	0	0	17.668	20.806	21.041	19.838	0	17.822	1	6.166	88.09%
9	100	23.411	4.855	0	1	22.146	22.02	22.347	22.171	0	23.411	0	4.855	69.36%
10	100	22.977	5.006	0	0	22.041	19.218	20.657	20.639	0	22.977	1	5.006	71.51%

Iteration  10	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	14.358	7.053	0	0	8.207	8.21	8.21	8.209	0	14.358	1	7.053	100.76%
2	100	14.314	7.023	0	0	8.21	8.21	8.21	8.21	0	14.314	1	7.023	100.33%
3	100	15.941	6.542	0	0	8.21	8.128	7.343	7.894	0	15.941	1	6.542	93.46%
4	100	18.675	5.994	0	0	7.476	7.58	9.415	8.157	0	18.675	1	5.994	85.63%
5	100	17.681	6.48	0	0	9.854	9.884	10.535	10.091	0	17.681	1	6.48	92.57%
6	100	16.74	6.6	0	0	11.799	12.224	12.631	12.218	0	16.74	1	6.6	94.29%
7	100	17.956	6.282	0	0	12.742	13.367	14.108	13.406	0	17.956	1	6.282	89.74%
8	100	17.249	6.344	0	0	15.747	20.131	21.09	18.989	0	17.249	1	6.344	90.63%
9	100	17.014	6.224	0	0	21.319	21.441	21.553	21.438	0	17.014	1	6.224	88.91%
10	100	23.04	4.973	0	0	20.802	18.072	20.337	19.737	0	23.04	1	4.973	71.04%
