Pillars			
	Target Speed	5	m/s
	Penalty Time	5	sec
	Collision penalty	25	sec
	
Iteration  1	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
2	100	19.953	5.049	0	0	5.411	5.411	5.411	5.411	0	19.953	1	5.049	100.98%
3	100	20.958	4.937	0	0	5.411	5.497	6.238	5.715	0	20.958	1	4.937	98.74%
4	100	24.3	4.661	0	0	6.287	6.596	7.507	6.797	0	24.3	1	4.661	93.22%
5	100	23.084	4.959	0	0	7.784	7.717	8.072	7.858	0	23.084	1	4.959	99.18%
6	100	22.23	4.87	0	0	8.3	8.936	9.194	8.810	0	22.23	1	4.87	97.40%
7	100	23.366	4.796	0	0	10.234	10.368	10.159	10.254	0	23.366	1	4.796	95.92%
8	100	22.95	4.92	0	0	13.198	17.779	18.935	16.637	0	22.95	1	4.92	98.40%
9	100	24.258	4.497	0	0	19.989	19.394	19.528	19.637	0	24.258	1	4.497	89.94%
10	100	27.608	4.055	0	0	19.425	15.588	17.814	17.609	0	27.608	1	4.055	81.10%

Iteration  9	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	19.941	5.052	0	0	4.059	4.059	4.059	4.059	0	19.941	1	5.052	101.04%
2	100	20.143	5.054	0	0	4.091	4.153	4.153	4.132	0	20.143	1	5.054	101.08%
3	100	20.679	4.945	0	0	4.153	4.153	4.172	4.159	0	20.679	1	4.945	98.90%
4	100	21.395	4.935	0	0	4.247	4.247	4.247	4.247	0	21.395	1	4.935	98.70%
5	100	23.356	4.876	0	0	4.338	4.478	4.817	4.544	0	23.356	1	4.876	97.52%
6	100	25.697	4.44	0	0	5.32	7.717	8.72	7.252	0	25.697	1	4.44	88.80%
7	100	23.218	4.801	0	0	10.053	10.885	11.113	10.684	0	23.218	1	4.801	96.02%
8	100	24.053	4.723	0	0	11.265	15.261	17.527	14.684	0	24.053	1	4.723	94.46%
9	100	22.152	4.807	0	0	20.134	20.57	19.862	20.189	0	22.152	1	4.807	96.14%
10	100	28.132	4.026	0	0	18.735	15.686	18.277	17.566	0	28.132	1	4.026	80.52%

Iteration  10	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	20.136	5.071	0	0	7.69	7.691	7.691	7.691	0	20.136	1	5.071	101.42%
2	100	20.321	5.029	0	0	7.691	7.691	7.691	7.691	0	20.321	1	5.029	100.58%
3	100	20.637	4.994	0	0	7.691	7.691	7.691	7.691	0	20.637	1	4.994	99.88%
4	100	21.4	4.903	0	0	7.691	7.691	8.391	7.924	0	21.4	1	4.903	98.06%
5	100	23.966	4.844	0	0	8.327	8.256	8.513	8.365	0	23.966	1	4.844	96.88%
6	100	22.576	4.874	0	0	10.298	10.994	11.141	10.811	0	22.576	1	4.874	97.48%
7	100	22.873	4.858	0	0	11.227	11.315	11.43	11.324	0	22.873	1	4.858	97.16%
8	100	24.03	4.781	0	0	12.334	16.967	18.264	15.855	0	24.03	1	4.781	95.62%
9	100	22.303	4.762	0	0	20.097	20.041	19.61	19.916	0	22.303	1	4.762	95.24%
10	100	39	3.636	0	0	20.298	20.635	17.433	19.455	0	39	1	3.636	72.72%
