Pillars			
	Target Speed	3	m/s
	Penalty Time	5	sec
	Collision penalty	15	sec

Iteration  1	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
3	100	34.174	3.029	0	0	5.217	5.217	5.217	5.217	0	34.174	1	3.029	100.97%
4	100	35.162	3.036	0	0	5.776	5.916	5.939	5.877	0	35.162	1	3.036	101.20%
5	100	35.908	3.043	0	0	6.244	6.374	7.863	6.827	0	35.908	1	3.043	101.43%
6	100	36.133	3.064	0	0	9.74	13.623	17.743	13.702	0	36.133	1	3.064	102.13%
7	100	35.625	3.045	0	0	17.943	17.951	18.036	17.977	0	35.625	1	3.045	101.50%
8	100	35.866	3.04	0	0	18.174	19.104	19.238	18.839	0	35.866	1	3.04	101.33%
9	100	81.487	2.01	0	0	19.996	20.416	17.746	19.386	0	81.487	1	2.01	67.00%
10	100	67.899	2.18	0	0	18.71	17.906	20.113	18.910	0	67.899	1	2.18	72.67%

Iteration  4	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	33.174	3.028	0	0	3.815	3.815	3.815	3.815	0	33.174	1	3.028	100.93%
2	100	33.838	3.03	0	0	3.815	3.815	3.815	3.815	0	33.838	1	3.03	101.00%
3	100	34.362	3.032	0	0	3.818	3.862	3.864	3.848	0	34.362	1	3.032	101.07%
4	100	37.399	3.047	0	0	6.307	7.118	7.653	7.026	0	37.399	1	3.047	101.57%
5	100	38.151	3.032	0	0	7.946	7.922	8.186	8.018	0	38.151	1	3.032	101.07%
6	100	35.204	3.036	0	0	8.338	8.441	8.576	8.452	0	35.204	1	3.036	101.20%
7	100	36.145	3.045	0	0	9.719	10.62	10.876	10.405	0	36.145	1	3.045	101.50%
8	100	36.985	3.071	0	0	13.357	18.011	19.03	16.799	0	36.985	1	3.071	102.37%
9	100	34.718	3.079	0	0	19.96	19.968	19.045	19.658	0	34.718	1	3.079	102.63%
10	100	57.421	2.364	0	0	18.902	19.718	17.323	18.648	0	57.421	1	2.364	78.80%

Iteration  5	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	33.732	3.037	0	0	7.816	7.816	7.816	7.816	0	33.732	1	3.037	101.23%
2	100	33.599	3.031	0	0	7.816	7.816	7.816	7.816	0	33.599	1	3.031	101.03%
3	100	33.811	3.018	0	0	7.816	7.816	7.816	7.816	0	33.811	1	3.018	100.60%
4	100	34.411	3.031	0	0	7.816	7.816	8.053	7.895	0	34.411	1	3.031	101.03%
5	100	38.295	3.036	0	0	8.164	8.126	8.487	8.259	0	38.295	1	3.036	101.20%
6	100	35.224	3.03	0	0	9.054	9.262	9.78	9.365	0	35.224	1	3.03	101.00%
7	100	36.128	3.049	0	0	10.59	10.823	10.849	10.754	0	36.128	1	3.049	101.63%
8	100	36.936	3.061	0	0	11.507	17.07	18.64	15.739	0	36.936	1	3.061	102.03%
9	100	34.339	3.058	0	0	20.141	19.777	19.351	19.756	0	34.339	1	3.058	101.93%
10	100	41.988	2.633	0	0	18.607	15.107	17.379	17.031	0	41.988	1	2.633	87.77%

Iteration  6	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	33.284	3.049	0	0	5.209	5.209	5.209	5.209	0	33.284	1	3.049	101.63%
2	100	33.316	3.037	0	0	5.209	5.209	5.209	5.209	0	33.316	1	3.037	101.23%
3	100	33.96	3.037	0	0	5.209	5.43	6.275	5.638	0	33.96	1	3.037	101.23%
4	100	34.784	3.031	0	0	6.277	6.438	6.678	6.464	0	34.784	1	3.031	101.03%
5	100	35.516	3.048	0	0	6.689	6.726	6.726	6.714	0	35.516	1	3.048	101.60%
6	100	36.539	3.045	0	0	7.435	10.441	10.529	9.468	0	36.539	1	3.045	101.50%
7	100	36.34	3.052	0	0	10.937	11.012	11.007	10.985	0	36.34	1	3.052	101.73%
8	100	36.8	3.066	0	0	11.343	16.313	18.184	15.280	0	36.8	1	3.066	102.20%
9	100	34.563	3.062	0	0	20.086	19.928	19.026	19.680	0	34.563	1	3.062	102.07%
10	100	42.186	2.629	0	0	18.105	14.044	16.105	16.085	0	42.186	1	2.629	87.63%

Iteration  7	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	33.772	3.029	0	0	5.099	5.099	5.099	5.099	0	33.772	1	3.029	100.97%
2	100	34.081	3.037	0	0	5.099	5.207	5.315	5.207	0	34.081	1	3.037	101.23%
3	100	33.865	3.032	0	0	5.315	5.315	5.315	5.315	0	33.865	1	3.032	101.07%
4	100	34.256	3.044	0	0	5.315	5.315	5.837	5.489	0	34.256	1	3.044	101.47%
5	100	37.599	3.046	0	0	6.136	6.179	6.535	6.283	0	37.599	1	3.046	101.53%
6	100	35.545	3.038	0	0	6.911	7.553	7.73	7.398	0	35.545	1	3.038	101.27%
7	100	36.179	3.043	0	0	9.693	10.734	10.84	10.422	0	36.179	1	3.043	101.43%
8	100	50.834	2.685	0	0	11.699	15.619	17.552	14.957	0	50.834	1	2.685	89.50%
9	100	35.008	3.054	0	0	19.129	19.216	18.96	19.102	0	35.008	1	3.054	101.80%
10	100	58.957	2.421	0	0	19.241	19.581	17.308	18.710	0	58.957	1	2.421	80.70%

Iteration  8	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	33.166	3.022	0	0	3.809	3.809	3.809	3.809	0	33.166	1	3.022	100.73%
2	100	33.856	3.031	0	0	3.809	3.809	3.809	3.809	0	33.856	1	3.031	101.03%
3	100	34.296	3.035	0	0	3.812	3.856	3.859	3.842	0	34.296	1	3.035	101.17%
4	100	36.265	2.962	0	0	5.923	6.687	6.739	6.450	0	36.265	1	2.962	98.73%
5	100	37.045	3.035	0	0	6.739	6.739	7.175	6.884	0	37.045	1	3.035	101.17%
6	100	35.402	3.038	0	0	7.499	7.901	7.904	7.768	0	35.402	1	3.038	101.27%
7	100	35.975	3.036	0	0	9.526	10.666	10.861	10.351	0	35.975	1	3.036	101.20%
8	100	35.804	3.064	0	0	13.12	18.045	19.164	16.776	0	35.804	1	3.064	102.13%
9	100	35.449	3.075	0	0	19.909	19.56	19.634	19.701	0	35.449	1	3.075	102.50%
10	100	53.183	2.695	0	0	18.431	20.081	17.098	18.537	0	53.183	1	2.695	89.83%

Iteration  9	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	33.204	3.025	0	0	3.812	3.812	3.812	3.812	0	33.204	1	3.025	100.83%
2	100	33.543	3.017	0	0	3.812	3.812	3.812	3.812	0	33.543	1	3.017	100.57%
3	100	33.842	3.033	0	0	3.812	3.812	3.812	3.812	0	33.842	1	3.033	101.10%
4	100	34.965	3.044	0	0	3.812	3.816	3.823	3.817	0	34.965	1	3.044	101.47%
5	100	36.837	3.043	0	0	3.812	3.872	4.908	4.197	0	36.837	1	3.043	101.43%
6	100	35.432	3.043	0	0	5.302	6.591	6.858	6.250	0	35.432	1	3.043	101.43%
7	100	36.414	3.04	0	0	9.016	10.829	11.519	10.455	0	36.414	1	3.04	101.33%
8	100	35.467	3.09	0	0	13.804	18.562	20.203	17.523	0	35.467	1	3.09	103.00%
9	100	34.482	3.052	0	0	19.87	19.745	19.819	19.811	0	34.482	1	3.052	101.73%
10	100	51.596	2.706	0	0	19.961	19.625	16.684	18.757	0	51.596	1	2.706	90.20%

Iteration  10	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	33.309	3.031	0	0	5.186	5.186	5.186	5.186	0	33.309	1	3.031	101.03%
2	100	33.314	3.019	0	0	5.157	5.139	5.139	5.145	0	33.314	1	3.019	100.63%
3	100	34.075	3.038	0	0	5.139	5.182	5.409	5.243	0	34.075	1	3.038	101.27%
4	100	36.56	3.04	0	0	5.416	5.416	5.421	5.418	0	36.56	1	3.04	101.33%
5	100	37.497	3.053	0	0	5.509	5.51	6.1	5.706	0	37.497	1	3.053	101.77%
6	100	35.541	3.034	0	0	6.406	7.278	7.536	7.073	0	35.541	1	3.034	101.13%
7	100	35.841	3.046	0	0	9.486	10.613	10.921	10.340	0	35.841	1	3.046	101.53%
8	100	35.767	3.071	0	0	13.549	18.176	19.131	16.952	0	35.767	1	3.071	102.37%
9	100	34.383	3.056	0	0	19.68	19.729	19.514	19.641	0	34.383	1	3.056	101.87%
10	100	42.178	2.616	0	0	18.462	14.884	18.563	17.303	0	42.178	1	2.616	87.20%
