Pillars			
	Target Speed	4	m/s
	Penalty Time	5	sec
	Collision penalty	20	sec
	
Iteration  1	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
Iteration  6	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	24.984	4.013	0	0	3.883	3.883	3.883	3.883	0	24.984	1	4.013	100.33%
2	100	25.513	4.04	0	0	3.883	3.883	3.883	3.883	0	25.513	1	4.04	101.00%
3	100	25.858	4.032	0	0	3.898	4.115	4.118	4.044	0	25.858	1	4.032	100.80%
4	100	28.104	4.066	0	0	6.612	7.983	8.052	7.549	0	28.104	1	4.066	101.65%
5	100	28.277	4.015	0	0	7.828	7.818	8.414	8.020	0	28.277	1	4.015	100.38%
6	100	27.036	4.001	0	0	10.214	11.351	11.443	11.003	0	27.036	1	4.001	100.03%
7	100	29.709	3.888	0	0	12.34	12.537	12.671	12.516	0	29.709	1	3.888	97.20%
8	100	28.084	4.028	0	0	13.234	18.114	19.076	16.808	0	28.084	1	4.028	100.70%
9	100	48.113	2.337	0	1	20.008	20.108	20	20.039	0	48.113	0	2.337	58.43%
10	100	55.971	2.241	0	0	19.142	18.758	19.597	19.166	0	55.971	1	2.241	56.03%

Iteration  7	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	25.012	4.022	0	0	5.252	5.252	5.252	5.252	0	25.012	1	4.022	100.55%
2	100	25.103	4.032	0	0	5.252	5.252	5.252	5.252	0	25.103	1	4.032	100.80%
3	100	26.452	3.993	0	0	5.252	5.792	6.508	5.851	0	26.452	1	3.993	99.83%
4	100	26.666	3.992	0	0	6.762	6.836	7.906	7.168	0	26.666	1	3.992	99.80%
5	100	27.65	3.976	0	0	8.416	8.413	8.956	8.595	0	27.65	1	3.976	99.40%
6	100	26.411	4.007	0	0	9.859	10.516	10.948	10.441	0	26.411	1	4.007	100.18%
7	100	33.373	3.457	0	0	10.955	11.778	12.662	11.798	0	33.373	1	3.457	86.43%
8	100	28.196	4.025	0	0	13.242	17.629	18.835	16.569	0	28.196	1	4.025	100.63%
9	100	26.459	4.028	0	0	19.948	19.931	19.511	19.797	0	26.459	1	4.028	100.70%
10	100	26.602	4.08	0	0	19.153	16.492	16.272	17.306	0	26.602	1	4.08	102.00%

Iteration  8	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	25.252	4.018	0	0	7.587	7.588	7.588	7.588	0	25.252	1	4.018	100.45%
2	100	25.142	4.037	0	0	7.588	7.588	7.588	7.588	0	25.142	1	4.037	100.93%
3	100	25.461	4.021	0	0	7.588	7.588	7.588	7.588	0	25.461	1	4.021	100.53%
4	100	26.152	4.009	0	0	7.588	7.587	7.893	7.689	0	26.152	1	4.009	100.23%
5	100	28.742	3.986	0	0	8.185	8.183	8.337	8.235	0	28.742	1	3.986	99.65%
6	100	26.812	4.026	0	0	9.235	9.625	9.625	9.495	0	26.812	1	4.026	100.65%
7	100	27.298	4.038	0	0	10.548	10.832	10.707	10.696	0	27.298	1	4.038	100.95%
8	100	28.203	3.998	0	0	11.107	14.033	16.528	13.889	0	28.203	1	3.998	99.95%
9	100	42.705	2.699	0	1	19.899	20.159	19.972	20.010	0	42.705	0	2.699	67.48%
10	100	42.982	3.503	0	0	19.612	18.832	17.122	18.522	0	42.982	1	3.503	87.58%

Iteration  9	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	25.005	4.015	0	0	5.29	5.29	5.29	5.290	0	25.005	1	4.015	100.38%
2	100	25.102	4.015	0	0	5.29	5.29	5.29	5.290	0	25.102	1	4.015	100.38%
3	100	25.801	4.015	0	0	5.29	5.29	5.29	5.290	0	25.801	1	4.015	100.38%
4	100	26.606	4.023	0	0	5.861	5.989	5.989	5.946	0	26.606	1	4.023	100.58%
5	100	27.804	4.024	0	0	5.989	5.989	6.222	6.067	0	27.804	1	4.024	100.60%
6	100	27.896	4.035	0	0	6.481	7.556	10.132	8.056	0	27.896	1	4.035	100.88%
7	100	32.3	3.718	0	0	11.603	12.559	12.989	12.384	0	32.3	1	3.718	92.95%
8	100	27.666	4.041	0	0	13.827	16.902	17.475	16.068	0	27.666	1	4.041	101.03%
9	100	49.927	3.577	0	0	18.652	18.397	19.839	18.963	0	49.927	1	3.577	89.43%
10	100	43.933	3.016	0	1	19.054	18.827	17.114	18.332	0	43.933	0	3.016	75.40%

Iteration  10	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	25.44	4.049	0	0	7.787	7.787	7.787	7.787	0	25.44	1	4.049	101.23%
2	100	25.375	4.04	0	0	7.787	7.787	7.787	7.787	0	25.375	1	4.04	101.00%
3	100	25.376	4.054	0	0	7.787	7.787	7.787	7.787	0	25.376	1	4.054	101.35%
4	100	26.159	4.046	0	0	7.787	7.787	7.787	7.787	0	26.159	1	4.046	101.15%
5	100	27.763	4.036	0	0	7.787	7.787	8.593	8.056	0	27.763	1	4.036	100.90%
6	100	26.578	4.03	0	0	10.025	11.071	11.113	10.736	0	26.578	1	4.03	100.75%
7	100	27.226	4.048	0	0	11.193	11.2	11.114	11.169	0	27.226	1	4.048	101.20%
8	100	27.735	4.088	0	0	11.658	16.036	17.826	15.173	0	27.735	1	4.088	102.20%
9	100	26.221	4.059	0	0	20.088	19.998	19.501	19.862	0	26.221	1	4.059	101.48%
10	100	40.044	3.521	0	0	19.274	19.112	17.095	18.494	0	40.044	1	3.521	88.03%
