Pillars			
	Target Speed	6	m/s
	Penalty Time	5	sec
	Collision penalty	30	sec
	
Iteration  1	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
Iteration  5	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	16.72	6.075	0	0	7.95	7.953	7.953	7.952	0	16.72	1	6.075	101.25%
2	100	16.827	6.015	0	0	7.953	7.953	7.953	7.953	0	16.827	1	6.015	100.25%
3	100	17.147	5.939	0	0	7.953	7.953	7.953	7.953	0	17.147	1	5.939	98.98%
4	100	17.837	5.903	0	0	7.953	7.953	7.848	7.918	0	17.837	1	5.903	98.38%
5	100	19.746	5.748	0	0	7.677	7.736	8.381	7.931	0	19.746	1	5.748	95.80%
6	100	19.345	5.681	0	0	10.229	10.355	10.407	10.330	0	19.345	1	5.681	94.68%
7	100	20.142	5.539	0	0	11.159	11.557	11.992	11.569	0	20.142	1	5.539	92.32%
8	100	20.004	5.766	0	0	13.111	16.808	18.778	16.232	0	20.004	1	5.766	96.10%
9	100	25.71	4.485	0	0	20.357	19.943	19.844	20.048	0	25.71	1	4.485	74.75%
10	100	31.684	4.288	0	0	19.041	19.389	18.352	18.927	0	31.684	1	4.288	71.47%

Iteration  6	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	16.51	6.121	0	0	5.451	5.451	5.451	5.451	0	16.51	1	6.121	102.02%
2	100	17.03	6.019	0	0	5.451	5.451	5.451	5.451	0	17.03	1	6.019	100.32%
3	100	17.665	5.903	0	0	5.451	5.451	5.451	5.451	0	17.665	1	5.903	98.38%
4	100	18.437	5.933	0	0	7.533	9.75	9.983	9.089	0	18.437	1	5.933	98.88%
5	100	17.728	5.829	0	0	9.984	9.984	11.932	10.633	0	17.728	1	5.829	97.15%
6	100	18.748	5.716	0	0	13.007	13.461	14.653	13.707	0	18.748	1	5.716	95.27%
7	100	20.117	5.648	0	0	14.696	14.846	15.578	15.040	0	20.117	1	5.648	94.13%
8	100	19.316	5.802	0	0	15.894	17.729	18.481	17.368	0	19.316	1	5.802	96.70%
9	100	25.042	4.596	0	0	19.619	19.279	19.977	19.625	0	25.042	1	4.596	76.60%
10	100	35.011	4.316	0	0	19.84	19.952	17.74	19.177	0	35.011	1	4.316	71.93%

Iteration  7	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	16.527	6.058	0	0	4.008	4.008	4.008	4.008	0	16.527	1	6.058	100.97%
2	100	17.211	6.006	0	0	4.008	4.122	4.196	4.109	0	17.211	1	6.006	100.10%
3	100	17.665	5.911	0	0	4.207	4.466	4.524	4.399	0	17.665	1	5.911	98.52%
4	100	19.556	5.811	0	0	7.103	8.13	8.346	7.860	0	19.556	1	5.811	96.85%
5	100	19.334	5.809	0	0	8.284	8.303	8.571	8.386	0	19.334	1	5.809	96.82%
6	100	18.469	5.815	0	0	9.962	10.725	10.779	10.489	0	18.469	1	5.815	96.92%
7	100	19.484	5.784	0	0	11.038	11.31	11.59	11.313	0	19.484	1	5.784	96.40%
8	100	19.706	5.737	0	0	14.094	17.955	18.66	16.903	0	19.706	1	5.737	95.62%
9	100	42.547	4.32	0	0	20.107	18.039	20.03	19.392	0	42.547	1	4.32	72.00%
10	100	18.954	5.686	0	0	18.291	18.614	17.926	18.277	0	18.954	1	5.686	94.77%

Iteration  8	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	16.771	6.077	0	0	7.868	7.87	7.87	7.869	0	16.771	1	6.077	101.28%
2	100	16.885	6.001	0	0	7.87	7.87	7.87	7.870	0	16.885	1	6.001	100.02%
3	100	17.17	5.956	1	0	7.87	7.87	7.87	7.870	30	47.17	0	0	99.27%
4	100	19.667	5.222	0	0	7.87	8.027	9.357	8.418	0	19.667	1	5.222	87.03%
5	100	21.162	5.203	0	0	9.374	9.369	11.312	10.018	0	21.162	1	5.203	86.72%
6	100	18.625	5.716	0	0	11.465	11.65	14.077	12.397	0	18.625	1	5.716	95.27%
7	100	19.607	5.703	0	0	14.242	14.416	14.703	14.454	0	19.607	1	5.703	95.05%
8	100	19.539	5.791	0	0	15.915	18.452	19.085	17.817	0	19.539	1	5.791	96.52%
9	100	36.455	4.301	0	0	19.388	18.46	20.345	19.398	0	36.455	1	4.301	71.68%
10	100	23.872	4.796	0	0	19.657	18.674	16.402	18.244	0	23.872	1	4.796	79.93%

Iteration  9	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	16.561	6.095	0	0	5.441	5.441	5.441	5.441	0	16.561	1	6.095	101.58%
2	100	16.805	6.018	0	0	5.441	5.441	5.441	5.441	0	16.805	1	6.018	100.30%
3	100	17.061	6.022	0	0	5.441	5.441	5.441	5.441	0	17.061	1	6.022	100.37%
4	100	18.481	5.81	0	0	6.385	6.722	6.747	6.618	0	18.481	1	5.81	96.83%
5	100	18.865	5.992	0	0	6.747	6.788	7.227	6.921	0	18.865	1	5.992	99.87%
6	100	18.881	5.784	0	0	7.567	8.722	8.885	8.391	0	18.881	1	5.784	96.40%
7	100	19.745	5.65	0	0	10.193	11.442	11.692	11.109	0	19.745	1	5.65	94.17%
8	100	19.592	5.813	0	0	14.175	18.415	19.123	17.238	0	19.592	1	5.813	96.88%
9	100	22.446	5.079	1	0	19.908	20.776	20.085	20.256	30	52.446	0	0	84.65%
10	100	22.241	5.209	0	0	19.677	20.598	18.625	19.633	0	22.241	1	5.209	86.82%

Iteration  10	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	16.715	6.088	0	0	7.833	7.834	7.834	7.834	0	16.715	1	6.088	101.47%
2	100	16.726	6.034	0	0	7.834	7.834	7.834	7.834	0	16.726	1	6.034	100.57%
3	100	17.16	5.95	0	0	7.834	7.834	7.834	7.834	0	17.16	1	5.95	99.17%
4	100	17.827	5.901	0	0	7.834	7.834	7.924	7.864	0	17.827	1	5.901	98.35%
5	100	19.739	5.823	0	0	7.928	7.945	8.327	8.067	0	19.739	1	5.823	97.05%
6	100	18.694	5.778	0	0	9.234	9.655	10.744	9.878	0	18.694	1	5.778	96.30%
7	100	26.969	4.421	0	0	10.894	12.339	11.952	11.728	0	26.969	1	4.421	73.68%
8	100	19.406	5.808	0	0	13.655	17.448	18.51	16.538	0	19.406	1	5.808	96.80%
9	100	36.444	3.294	0	1	19.941	20.727	19.029	19.899	0	36.444	0	3.294	54.90%
10	100	24.077	4.706	0	0	19.452	21.315	17.336	19.368	0	24.077	1	4.706	78.43%
