Trees			
	Target Speed	5	m/s
	Penalty Time	5	sec
	Collision penalty	25	sec
	
Iteration  1	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
9	100	61.737	2.887	0	0	3.518	3.636	3.906	3.687	0	61.737	1	2.887	57.74%
10	100	34.685	3.534	0	0	5.338	6.082	6.867	6.096	0	34.685	1	3.534	70.68%

Iteration  9	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	19.813	5.039	0	0	4.753	4.753	4.753	4.753	0	19.813	1	5.039	100.78%
2	100	20.2	5.064	0	0	4.753	4.753	4.753	4.753	0	20.2	1	5.064	101.28%
3	100	21.067	4.825	0	0	4.874	4.987	4.988	4.950	0	21.067	1	4.825	96.50%
4	100	20.142	5.063	0	0	4.988	4.988	4.988	4.988	0	20.142	1	5.063	101.26%
5	100	23.537	4.74	0	0	5.428	7.494	7.314	6.745	0	23.537	1	4.74	94.80%
6	100	23.337	4.759	0	0	6.545	4.037	5.174	5.252	0	23.337	1	4.759	95.18%
7	100	31.973	3.822	0	0	6.722	5.525	5.427	5.891	0	31.973	1	3.822	76.44%
8	100	38.288	3.256	0	0	4.847	3.352	2.636	3.612	0	38.288	1	3.256	65.12%
9	100	48.029	3.025	0	0	3.334	3.442	3.821	3.532	0	48.029	1	3.025	60.50%
10	100	52.958	2.78	1	0	2.185	2.343	2.313	2.280	25	77.958	0	0	55.60%

Iteration  10	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	19.881	5.1	0	0	5.36	5.36	5.36	5.360	0	19.881	1	5.1	102.00%
2	100	19.933	5.072	0	0	5.36	5.36	5.36	5.360	0	19.933	1	5.072	101.44%
3	100	20.624	5.008	0	0	5.36	4.846	4.703	4.970	0	20.624	1	5.008	100.16%
4	100	20.694	4.973	0	0	4.738	4.703	4.703	4.715	0	20.694	1	4.973	99.46%
5	100	22.147	4.74	0	0	4.112	3.521	3.42	3.684	0	22.147	1	4.74	94.80%
6	100	25.263	4.704	0	0	6.142	6.086	6.02	6.083	0	25.263	1	4.704	94.08%
7	100	28.957	4.26	0	0	5.354	6.129	5.206	5.563	0	28.957	1	4.26	85.20%
8	100	41.838	3.767	0	0	4.163	2.895	2.364	3.141	0	41.838	1	3.767	75.34%
9	100	68.285	2.678	0	0	3.276	3.855	2.375	3.169	0	68.285	1	2.678	53.56%
10	100	49.994	3.012	1	0	2.355	1.74	1.929	2.008	25	74.994	0	0	60.24%
