Trees			
	Target Speed	7	m/s
	Penalty Time	5	sec
	Collision penalty	35	sec
	
Iteration  1	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
5	100	20.48	5.129	0	0	6.229	5.817	5.827	5.958	0	20.48	1	5.129	73.27%
6	100	20.972	5.505	0	0	8.061	8.263	8.357	8.227	0	20.972	1	5.505	78.64%
7	100	22.57	4.908	0	0	5.279	6.388	6.945	6.204	0	22.57	1	4.908	70.11%
8	100	34.323	3.55	0	0	6.29	4.749	4.045	5.028	0	34.323	1	3.55	50.71%
9	100	35.417	3.911	0	0	4.659	5.343	5.173	5.058	0	35.417	1	3.911	55.87%
10	100	34.917	3.544	0	0	6.777	8.618	9.097	8.164	0	34.917	1	3.544	50.63%

Iteration  8	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	14.322	7.028	0	0	7.465	7.465	7.465	7.465	0	14.322	1	7.028	100.40%
2	100	15.216	6.648	0	0	7.547	7.653	7.653	7.618	0	15.216	1	6.648	94.97%
3	100	17.911	5.705	0	0	7.724	7.427	7.327	7.493	0	17.911	1	5.705	81.50%
4	100	15.53	6.61	0	0	7.086	6.765	6.764	6.872	0	15.53	1	6.61	94.43%
5	100	19.527	5.364	0	0	6.371	5.662	5.697	5.91	0	19.527	1	5.364	76.63%
6	100	26.16	4.713	0	0	7.63	7.419	7.347	7.465	0	26.16	1	4.713	67.33%
7	100	29.281	4.612	0	0	4.615	4.592	5.739	4.982	0	29.281	1	4.612	65.89%
8	100	49.251	2.752	1	1	4.492	5.228	5.413	5.044	35	84.251	0	0	39.31%
9	100	66.052	2.267	2	1	5.144	6.595	7.237	6.325	70	136.052	0	0	32.39%
10	100	40.114	3.239	0	0	7.637	9.024	8.4	8.354	0	40.114	1	3.239	46.27%

Iteration  9	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	14.284	7.049	0	0	6.801	6.801	6.801	6.801	0	14.284	1	7.049	100.70%
2	100	14.303	7.053	0	0	6.801	6.801	6.801	6.801	0	14.303	1	7.053	100.76%
3	100	16.546	6.122	0	0	7.007	7.309	7.318	7.211	0	16.546	1	6.122	87.46%
4	100	14.499	7.028	0	0	7.236	7.131	7.13	7.166	0	14.499	1	7.028	100.40%
5	100	19.678	5.606	0	0	7.577	9.112	9.165	8.618	0	19.678	1	5.606	80.09%
6	100	20.188	5.2	0	0	8.106	6.97	7.342	7.473	0	20.188	1	5.2	74.29%
7	100	22.193	5.065	0	0	5.16	6.979	7.178	6.439	0	22.193	1	5.065	72.36%
8	100	30.696	3.89	0	0	6.847	4.83	5.166	5.614	0	30.696	1	3.89	55.57%
9	100	61.658	2.649	1	1	5.862	5.659	4.532	5.351	35	96.658	0	0	37.84%
10	100	66.275	2.791	0	0	5.937	4.582	3.877	4.799	0	66.275	1	2.791	39.87%

Iteration  10	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	14.249	7.04	0	0	6.08	6.08	6.08	6.08	0	14.249	1	7.04	100.57%
2	100	14.256	7.044	0	0	6.08	6.08	6.08	6.08	0	14.256	1	7.044	100.63%
3	100	14.305	7.038	0	0	6.08	6.08	6.08	6.08	0	14.305	1	7.038	100.54%
4	100	15.409	6.578	0	0	6.16	6.174	6.174	6.169	0	15.409	1	6.578	93.97%
5	100	20.429	5.421	0	0	7.03	9.281	9.416	8.576	0	20.429	1	5.421	77.44%
6	100	20.307	5.106	0	0	8.595	6.991	6.502	7.363	0	20.307	1	5.106	72.94%
7	100	23.074	4.774	0	0	4.865	6.736	6.539	6.047	0	23.074	1	4.774	68.20%
8	100	32.52	3.616	0	0	4.837	5.329	6.076	5.414	0	32.52	1	3.616	51.66%
9	100	33.557	4.132	0	0	5.005	5.503	4.996	5.168	0	33.557	1	4.132	59.03%
10	100	32.751	3.67	0	0	7.065	8.25	9.02	8.112	0	32.751	1	3.67	52.43%
