Trees			
	Target Speed	6	m/s
	Penalty Time	5	sec
	Collision penalty	30	sec
	
Iteration  1	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
8	100	39.374	3.168	0	0	4.54	2.61	2.211	3.120	0	39.374	1	3.168	52.80%
9	100	36.326	3.793	0	0	2.741	4.243	2.714	3.233	0	36.326	1	3.793	63.22%
10	100	38.829	3.17	0	0	4.582	5.908	7.013	5.834	0	38.829	1	3.17	52.83%

Iteration  6	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	16.56	6.056	0	0	5.457	5.457	5.457	5.457	0	16.56	1	6.056	100.93%
2	100	16.58	6.069	0	0	5.508	5.551	5.551	5.537	0	16.58	1	6.069	101.15%
3	100	17.869	5.784	0	0	5.542	4.06	3.878	4.493	0	17.869	1	5.784	96.40%
4	100	17.231	5.952	0	0	3.978	4.065	4.065	4.036	0	17.231	1	5.952	99.20%
5	100	18.426	5.712	0	0	3.545	3.015	2.949	3.170	0	18.426	1	5.712	95.20%
6	100	20.308	5.764	0	0	6.295	5.874	5.749	5.973	0	20.308	1	5.764	96.07%
7	100	30.24	4.523	0	0	2.51	2.491	3.236	2.746	0	30.24	1	4.523	75.38%
8	100	22.036	5.086	0	0	2.544	2.301	2.69	2.512	0	22.036	1	5.086	84.77%
9	100	46.178	3.846	0	0	3.651	3.165	3.543	3.453	0	46.178	1	3.846	64.10%
10	100	47.432	4.188	0	0	3.222	2.177	2.656	2.685	0	47.432	1	4.188	69.80%

Iteration  7	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	16.52	6.064	0	0	5.454	5.454	5.454	5.454	0	16.52	1	6.064	101.07%
2	100	16.525	6.056	0	0	5.454	5.454	5.454	5.454	0	16.525	1	6.056	100.93%
3	100	17.752	5.781	0	0	5.464	5.242	5.176	5.294	0	17.752	1	5.781	96.35%
4	100	17.458	5.955	0	0	5.065	4.848	4.847	4.920	0	17.458	1	5.955	99.25%
5	100	18.466	5.677	0	0	4.016	3.244	3.186	3.482	0	18.466	1	5.677	94.62%
6	100	20.637	5.519	0	0	5.919	6.001	6	5.973	0	20.637	1	5.519	91.98%
7	100	29.522	4.659	0	0	2.609	2.315	3.072	2.665	0	29.522	1	4.659	77.65%
8	100	49.986	3.129	0	0	2.945	2.383	2.271	2.533	0	49.986	1	3.129	52.15%
9	100	39.087	4.095	0	0	3.407	3.753	3.185	3.448	0	39.087	1	4.095	68.25%
10	100	40.605	3.283	0	0	5.396	5.895	6.035	5.775	0	40.605	1	3.283	54.72%

Iteration  8	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	16.67	6.055	0	0	4.133	4.133	4.133	4.133	0	16.67	1	6.055	100.92%
2	100	16.565	6.067	0	0	4.133	4.133	4.133	4.133	0	16.565	1	6.067	101.12%
3	100	17.25	5.927	0	0	4.143	4.248	4.227	4.206	0	17.25	1	5.927	98.78%
4	100	16.703	6.076	0	0	4.227	4.227	4.227	4.227	0	16.703	1	6.076	101.27%
5	100	18.937	5.833	0	0	4.849	7.607	7.654	6.703	0	18.937	1	5.833	97.22%
6	100	18.589	5.552	0	0	6.758	3.292	3.065	4.372	0	18.589	1	5.552	92.53%
7	100	20.302	5.374	0	0	2.703	4.506	5.314	4.174	0	20.302	1	5.374	89.57%
8	100	29.75	3.961	1	0	4.862	2.464	5.12	4.149	30	59.75	0	0	66.02%
9	100	31.686	3.962	0	0	2.386	1.838	3.625	2.616	0	31.686	1	3.962	66.03%
10	100	25.617	4.682	0	0	4.708	3.388	6.771	4.956	0	25.617	1	4.682	78.03%

Iteration  9	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	16.746	6.077	0	0	4.867	4.867	4.867	4.867	0	16.746	1	6.077	101.28%
2	100	16.665	6.096	0	0	4.867	4.867	4.867	4.867	0	16.665	1	6.096	101.60%
3	100	17.309	5.873	0	0	4.873	4.75	4.679	4.767	0	17.309	1	5.873	97.88%
4	100	17.125	5.926	0	0	4.726	4.726	4.726	4.726	0	17.125	1	5.926	98.77%
5	100	21.068	5.356	0	0	5.192	7.496	7.333	6.674	0	21.068	1	5.356	89.27%
6	100	19.672	5.213	0	0	6.643	4.587	4.541	5.257	0	19.672	1	5.213	86.88%
7	100	21.613	5.211	0	0	2.813	4.645	5.539	4.332	0	21.613	1	5.211	86.85%
8	100	29.845	4.065	0	0	4.461	1.976	4.112	3.516	0	29.845	1	4.065	67.75%
9	100	35.245	4.334	0	0	4.055	3.943	3.029	3.676	0	35.245	1	4.334	72.23%
10	100	44.904	3.897	0	0	3.307	1.706	2.209	2.407	0	44.904	1	3.897	64.95%

Iteration  10	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	16.532	6.108	0	0	4.094	4.094	4.094	4.094	0	16.532	1	6.108	101.80%
2	100	17.417	5.923	0	0	4.094	4.187	4.188	4.156	0	17.417	1	5.923	98.72%
3	100	17.28	5.891	0	0	4.202	4.389	4.376	4.322	0	17.28	1	5.891	98.18%
4	100	16.715	6.094	0	0	4.376	4.376	4.376	4.376	0	16.715	1	6.094	101.57%
5	100	19.982	5.552	0	0	5.067	7.427	7.564	6.686	0	19.982	1	5.552	92.53%
6	100	20.406	5.163	0	0	6.764	5.421	5.057	5.747	0	20.406	1	5.163	86.05%
7	100	21.563	5.138	0	0	3.481	3.575	4.715	3.924	0	21.563	1	5.138	85.63%
8	100	40.778	3.179	1	1	4.589	2.519	2.64	3.249	30	70.778	0	0	52.98%
9	100	33.933	4.464	0	0	3.688	3.529	2.764	3.327	0	33.933	1	4.464	74.40%
10	100	47.242	2.755	0	1	5.164	7.699	7.174	6.679	0	47.242	0	2.755	45.92%
