Trees			
	Target Speed	2	m/s
	Penalty Time	5	sec
	Collision penalty	10	sec
	
Iteration  1	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
8	100	93.139	1.601	0	0	6.407	5.109	3.822	5.113	0	93.139	1	1.601	80.05%
9	100	104.573	1.687	0	0	5.492	5.264	5.494	5.417	0	104.573	1	1.687	84.35%
10	100	118.084	1.714	0	0	5.154	4.279	4.228	4.554	0	118.084	1	1.714	85.70%
Iteration  5	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	50.651	2.013	0	0	9.665	9.665	9.665	9.665	0	50.651	1	2.013	100.65%
2	100	50.203	2.009	0	0	9.665	9.665	9.665	9.665	0	50.203	1	2.009	100.45%
3	100	52.643	2.023	0	0	9.525	8.044	7.741	8.437	0	52.643	1	2.023	101.15%
4	100	50.876	2.015	0	0	7.741	7.741	7.741	7.741	0	50.876	1	2.015	100.75%
5	100	53.169	2.052	0	0	7.944	9.185	9.232	8.787	0	53.169	1	2.052	102.60%
6	100	54.258	2.059	0	0	8.101	5.208	5.776	6.362	0	54.258	1	2.059	102.95%
7	100	53.195	2.045	0	0	4.702	5.473	6.566	5.58	0	53.195	1	2.045	102.25%
8	100	70.282	1.753	0	0	6.696	5.899	4.34	5.645	0	70.282	1	1.753	87.65%
9	100	115.059	1.738	0	0	5.35	5.28	5.296	5.309	0	115.059	1	1.738	86.90%
10	100	91.854	1.619	0	0	5.926	4.16	5.345	5.144	0	91.854	1	1.619	80.95%
Iteration  6	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	50.08	2.008	0	0	7.112	7.112	7.112	7.112	0	50.08	1	2.008	100.40%
2	100	49.952	2.017	0	0	7.112	7.112	7.112	7.112	0	49.952	1	2.017	100.85%
3	100	51.094	2.036	0	0	7.112	7.075	7.065	7.084	0	51.094	1	2.036	101.80%
4	100	51.244	2.037	0	0	6.969	6.737	6.737	6.814	0	51.244	1	2.037	101.85%
5	100	51.146	2.025	0	0	6.317	6.028	6.044	6.13	0	51.146	1	2.025	101.25%
6	100	56.481	2.06	0	0	8.719	8.601	8.495	8.605	0	56.481	1	2.06	103.00%
7	100	64.723	2.057	0	0	4.846	4.405	5.01	4.754	0	64.723	1	2.057	102.85%
8	100	54.153	2.046	0	0	4.516	4.518	4.533	4.522	0	54.153	1	2.046	102.30%
9	100	90.864	1.844	0	0	5.784	5.459	4.61	5.284	0	90.864	1	1.844	92.20%
10	100	128.185	1.586	0	0	5.04	4.285	4.41	4.578	0	128.185	1	1.586	79.30%
Iteration  7	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	50.833	2.015	0	0	9.796	9.796	9.796	9.796	0	50.833	1	2.015	100.75%
2	100	50.421	2.01	0	0	9.796	9.796	9.796	9.796	0	50.421	1	2.01	100.50%
3	100	51.657	2.025	0	0	9.649	7.265	6.887	7.934	0	51.657	1	2.025	101.25%
4	100	50.612	2.028	0	0	6.887	6.887	6.887	6.887	0	50.612	1	2.028	101.40%
5	100	53.904	2.057	0	0	7.356	9.216	9.216	8.596	0	53.904	1	2.057	102.85%
6	100	54.229	2.049	0	0	7.897	4.918	5.894	6.236	0	54.229	1	2.049	102.45%
7	100	53.157	2.038	0	0	4.803	5.143	6.126	5.357	0	53.157	1	2.038	101.90%
8	100	91.814	1.625	0	0	6.671	4.999	3.937	5.202	0	91.814	1	1.625	81.25%
9	100	105.746	1.7	0	0	5.606	5.505	5.365	5.492	0	105.746	1	1.7	85.00%
10	100	117.362	1.699	0	0	5.058	4.258	4.102	4.473	0	117.362	1	1.699	84.95%
Iteration  8	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	50.046	2.008	0	0	7.115	7.115	7.115	7.115	0	50.046	1	2.008	100.40%
2	100	50.008	2.006	0	0	7.115	7.115	7.115	7.115	0	50.008	1	2.006	100.30%
3	100	50.817	2.015	0	0	7.115	6.925	6.88	6.973	0	50.817	1	2.015	100.75%
4	100	51.08	2.026	0	0	6.88	6.88	6.88	6.88	0	51.08	1	2.026	101.30%
5	100	51.333	2.023	0	0	6.274	6.14	6.25	6.221	0	51.333	1	2.023	101.15%
6	100	55.33	2.05	0	0	8.76	8.75	8.656	8.722	0	55.33	1	2.05	102.50%
7	100	58.858	2.061	0	0	7.088	7.033	7.595	7.239	0	58.858	1	2.061	103.05%
8	100	88.634	1.65	0	0	6.58	5.116	3.793	5.163	0	88.634	1	1.65	82.50%
9	100	103.627	1.686	0	0	5.453	5.133	5.301	5.296	0	103.627	1	1.686	84.30%
10	100	88.228	1.804	0	0	5.642	3.958	5.36	4.987	0	88.228	1	1.804	90.20%
Iteration  9	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	50.036	2.006	0	0	7.115	7.115	7.115	7.115	0	50.036	1	2.006	100.30%
2	100	49.992	2.002	0	0	7.115	7.115	7.115	7.115	0	49.992	1	2.002	100.10%
3	100	51.029	2.013	0	0	7.115	7.115	7.115	7.115	0	51.029	1	2.013	100.65%
4	100	51.398	2.015	0	0	7.024	6.787	6.787	6.866	0	51.398	1	2.015	100.75%
5	100	51.421	2.021	0	0	6.258	6.125	6.191	6.191	0	51.421	1	2.021	101.05%
6	100	55.892	2.039	0	0	8.554	8.707	8.605	8.622	0	55.892	1	2.039	101.95%
7	100	68.014	1.787	0	0	8.323	8.071	7.534	7.976	0	68.014	1	1.787	89.35%
8	100	79.98	1.807	0	0	6.678	5.568	4.583	5.61	0	79.98	1	1.807	90.35%
9	100	104.105	1.687	0	0	5.734	5.293	5.215	5.414	0	104.105	1	1.687	84.35%
10	100	114.998	1.707	0	0	5.363	4.15	4.068	4.527	0	114.998	1	1.707	85.35%
Iteration  10	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	50.056	2.013	0	0	5.651	5.651	5.651	5.651	0	50.056	1	2.013	100.65%
2	100	50.516	2.012	0	0	5.651	5.523	5.37	5.515	0	50.516	1	2.012	100.60%
3	100	50.536	2.022	0	0	5.37	5.332	5.323	5.342	0	50.536	1	2.022	101.10%
4	100	50.929	2.023	0	0	5.323	5.323	5.323	5.323	0	50.929	1	2.023	101.15%
5	100	51.078	2.022	0	0	5.114	4.819	4.787	4.907	0	51.078	1	2.022	101.10%
6	100	56.659	2.039	0	0	8.274	8.497	8.412	8.394	0	56.659	1	2.039	101.95%
7	100	64.475	1.741	0	0	8.543	5.881	7.522	7.315	0	64.475	1	1.741	87.05%
8	100	90.933	1.629	0	0	6.746	5.119	4.215	5.36	0	90.933	1	1.629	81.45%
9	100	104.66	1.693	0	0	5.551	5.454	5.366	5.457	0	104.66	1	1.693	84.65%
10	100	118.135	1.695	0	0	5.05	4.287	4.036	4.458	0	118.135	1	1.695	84.75%
