Trees			
	Target Speed	3	m/s
	Penalty Time	5	sec
	Collision penalty	15	sec
	
Iteration  1	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	33.285	3.017	0	0	7.209	7.209	7.209	7.209	0	33.285	1	3.017	100.57%
2	100	33.3	3.032	0	0	7.209	7.209	7.209	7.209	0	33.3	1	3.032	101.07%
3	100	33.812	3.039	0	0	7.192	6.344	6.179	6.572	0	33.812	1	3.039	101.30%
4	100	34.108	3.058	0	0	6.179	6.179	6.179	6.179	0	34.108	1	3.058	101.93%
5	100	34.07	3.048	0	0	5.778	5.367	5.319	5.488	0	34.07	1	3.048	101.60%
6	100	37.431	3.053	0	0	8.304	8.518	8.348	8.39	0	37.431	1	3.053	101.77%
7	100	35.555	3.079	0	0	4.96	5.407	6.801	5.723	0	35.555	1	3.079	102.63%
8	100	54.165	2.697	0	0	6.905	5.464	4.48	5.616	0	54.165	1	2.697	89.90%
9	100	69.941	2.506	0	0	5.457	5.255	5.406	5.373	0	69.941	1	2.506	83.53%
10	100	96.637	1.995	0	0	5.183	4.763	4.708	4.885	0	96.637	1	1.995	66.50%
Iteration  4	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	33.2	3.024	0	0	5.812	5.812	5.812	5.812	0	33.2	1	3.024	100.80%
2	100	33.419	3.026	0	0	5.812	5.812	5.812	5.812	0	33.419	1	3.026	100.87%
3	100	34.542	3.039	0	0	5.812	5.812	5.812	5.812	0	34.542	1	3.039	101.30%
4	100	33.746	3.028	0	0	5.812	5.812	5.812	5.812	0	33.746	1	3.028	100.93%
5	100	36.176	3.048	0	0	6.585	9.133	8.269	7.996	0	36.176	1	3.048	101.60%
6	100	36.676	3.074	0	0	7.064	4.88	6.146	6.03	0	36.676	1	3.074	102.47%
7	100	35.774	3.042	0	0	4.531	5.185	6.602	5.439	0	35.774	1	3.042	101.40%
8	100	53.558	2.623	0	0	6.635	5.584	4.338	5.519	0	53.558	1	2.623	87.43%
9	100	65.286	2.426	0	0	5.548	5.416	5.243	5.402	0	65.286	1	2.426	80.87%
10	100	46.835	2.585	0	0	6.404	8.324	8.986	7.905	0	46.835	1	2.585	86.17%
Iteration  5	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	33.182	3.019	0	0	5.818	5.818	5.818	5.818	0	33.182	1	3.019	100.63%
2	100	33.908	3.027	0	0	5.818	5.818	5.818	5.818	0	33.908	1	3.027	100.90%
3	100	33.584	3.025	0	0	5.818	5.818	5.818	5.818	0	33.584	1	3.025	100.83%
4	100	33.45	3.024	0	0	5.818	5.818	5.818	5.818	0	33.45	1	3.024	100.80%
5	100	35.896	3.062	0	0	6.451	9.217	9.231	8.3	0	35.896	1	3.062	102.07%
6	100	36.197	3.063	0	0	8.329	5.334	5.955	6.539	0	36.197	1	3.063	102.10%
7	100	35.881	3.117	0	0	4.843	5.65	7.095	5.863	0	35.881	1	3.117	103.90%
8	100	53.545	2.624	0	0	6.562	5.477	4.385	5.475	0	53.545	1	2.624	87.47%
9	100	63.995	2.403	0	0	5.581	5.811	4.652	5.348	0	63.995	1	2.403	80.10%
10	100	47.393	2.582	0	0	6.858	8.213	9.474	8.182	0	47.393	1	2.582	86.07%
Iteration  6	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	33.306	3.028	0	0	7.214	7.214	7.214	7.214	0	33.306	1	3.028	100.93%
2	100	33.279	3.027	0	0	7.214	7.214	7.214	7.214	0	33.279	1	3.027	100.90%
3	100	33.9	3.03	0	0	7.21	7.121	7.12	7.15	0	33.9	1	3.03	101.00%
4	100	34.326	3.019	0	0	7.087	7.026	7.026	7.046	0	34.326	1	3.019	100.63%
5	100	34.426	3.052	0	0	5.941	5.285	5.243	5.49	0	34.426	1	3.052	101.73%
6	100	37.019	3.037	0	0	7.963	8.139	7.981	8.028	0	37.019	1	3.037	101.23%
7	100	35.87	3.062	0	0	5.056	5.408	6.42	5.628	0	35.87	1	3.062	102.07%
8	100	53.633	2.637	0	0	6.698	5.561	4.321	5.527	0	53.633	1	2.637	87.90%
9	100	89.536	2.225	0	0	4.927	4.189	4.978	4.698	0	89.536	1	2.225	74.17%
10	100	62.211	2.353	0	0	5.782	4.048	5.329	5.053	0	62.211	1	2.353	78.43%
Iteration  7	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	33.816	3.034	0	0	10.565	10.566	10.566	10.566	0	33.816	1	3.034	101.13%
2	100	33.496	3.032	0	0	10.566	10.566	10.566	10.566	0	33.496	1	3.032	101.07%
3	100	34.312	3.042	0	0	10.566	10.566	10.566	10.566	0	34.312	1	3.042	101.40%
4	100	34.198	3.048	0	0	9.346	8.454	8.454	8.751	0	34.198	1	3.048	101.60%
5	100	35.704	3.059	0	0	8.318	9.349	9.468	9.045	0	35.704	1	3.059	101.97%
6	100	36.134	3.044	0	0	8.555	5.793	6.531	6.96	0	36.134	1	3.044	101.47%
7	100	35.714	3.037	0	0	4.957	5.403	6.463	5.608	0	35.714	1	3.037	101.23%
8	100	61.61	2.379	0	0	6.625	5.096	3.825	5.182	0	61.61	1	2.379	79.30%
9	100	72.024	2.494	0	0	5.385	5.434	5.486	5.435	0	72.024	1	2.494	83.13%
10	100	76.389	2.221	0	0	5.643	5.087	6.328	5.686	0	76.389	1	2.221	74.03%
Iteration  8	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	33.282	3.027	0	0	7.211	7.211	7.211	7.211	0	33.282	1	3.027	100.90%
2	100	33.277	3.038	0	0	7.211	7.211	7.211	7.211	0	33.277	1	3.038	101.27%
3	100	33.847	3.041	0	0	7.206	7.09	7.07	7.122	0	33.847	1	3.041	101.37%
4	100	34.201	3.05	0	0	7.033	6.976	6.976	6.995	0	34.201	1	3.05	101.67%
5	100	34.368	3.031	0	0	6.1	5.545	5.553	5.733	0	34.368	1	3.031	101.03%
6	100	37.072	3.046	0	0	7.709	7.791	7.633	7.711	0	37.072	1	3.046	101.53%
7	100	35.519	3.05	0	0	4.705	5.658	6.943	5.769	0	35.519	1	3.05	101.67%
8	100	61.5	2.336	0	0	6.287	4.908	4.11	5.102	0	61.5	1	2.336	77.87%
9	100	71.077	2.489	0	0	5.345	5.497	5.547	5.463	0	71.077	1	2.489	82.97%
10	100	87.039	2.069	0	0	5.017	5.627	4.731	5.125	0	87.039	1	2.069	68.97%
Iteration  9	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	33.302	3.05	0	0	7.214	7.214	7.214	7.214	0	33.302	1	3.05	101.67%
2	100	33.348	3.055	0	0	7.214	7.214	7.214	7.214	0	33.348	1	3.055	101.83%
3	100	33.716	3.031	0	0	7.214	5.55	5.077	5.947	0	33.716	1	3.031	101.03%
4	100	33.465	3.046	0	0	5.077	5.077	5.077	5.077	0	33.465	1	3.046	101.53%
5	100	34.606	3.063	0	0	4.979	4.85	4.866	4.898	0	34.606	1	3.063	102.10%
6	100	37.2	3.067	0	0	7.755	8.069	7.982	7.935	0	37.2	1	3.067	102.23%
7	100	35.656	3.084	0	0	4.769	5.704	6.804	5.759	0	35.656	1	3.084	102.80%
8	100	60.209	2.411	0	0	6.46	5.079	4.604	5.381	0	60.209	1	2.411	80.37%
9	100	77.753	2.273	0	0	5.283	5.494	5.236	5.338	0	77.753	1	2.273	75.77%
10	100	82.728	2.553	0	0	4.876	4.263	4.133	4.424	0	82.728	1	2.553	85.10%
Iteration  10	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	33.182	3.079	0	0	5.784	5.784	5.784	5.784	0	33.182	1	3.079	102.63%
2	100	33.927	3.05	0	0	5.784	5.784	5.784	5.784	0	33.927	1	3.05	101.67%
3	100	33.498	3.031	0	0	5.784	5.784	5.784	5.784	0	33.498	1	3.031	101.03%
4	100	33.569	3.022	0	0	5.784	5.784	5.784	5.784	0	33.569	1	3.022	100.73%
5	100	35.436	3.063	0	0	6.554	9.239	9.42	8.404	0	35.436	1	3.063	102.10%
6	100	36.043	3.057	0	0	8.565	5.652	6.423	6.88	0	36.043	1	3.057	101.90%
7	100	35.704	3.043	0	0	4.879	5.252	5.837	5.323	0	35.704	1	3.043	101.43%
8	100	51.206	2.468	0	0	6.486	5.524	4.123	5.378	0	51.206	1	2.468	82.27%
9	100	65.285	2.413	0	0	5.49	5.617	5.103	5.403	0	65.285	1	2.413	80.43%
10	100	75.903	1.873	0	0	6.377	4.311	4.211	4.966	0	75.903	1	1.873	62.43%
