Trees			
	Target Speed	4	m/s
	Penalty Time	5	sec
	Collision penalty	20	sec
	
Iteration  1	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
10	100	53.087	2.463	0	0	4.59	4.111	4.824	4.508	0	53.087	1	2.463	61.58%
Iteration  8	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	25.045	4.028	0	0	5.88	5.88	5.88	5.88	0	25.045	1	4.028	100.70%
2	100	25.042	4.031	0	0	5.88	5.88	5.88	5.88	0	25.042	1	4.031	100.78%
3	100	25.659	4.048	0	0	5.88	5.88	5.88	5.88	0	25.659	1	4.048	101.20%
4	100	25.464	4.024	0	0	5.88	5.88	5.88	5.88	0	25.464	1	4.024	100.60%
5	100	27.01	4.064	0	0	6.601	9.285	9.227	8.371	0	27.01	1	4.064	101.60%
6	100	34.26	3.093	0	0	8.497	7.097	7.384	7.659	0	34.26	1	3.093	77.33%
7	100	27.181	4.055	0	0	5.052	6.609	7.344	6.335	0	27.181	1	4.055	101.38%
8	100	29.413	3.867	0	0	6.962	6.866	7.099	6.976	0	29.413	1	3.867	96.68%
9	100	58.072	2.938	1	0	6.075	5.091	5.299	5.488	20	78.072	0	0	73.45%
10	100	43.281	2.957	0	0	7.177	8.863	8.803	8.281	0	43.281	1	2.957	73.93%
Iteration  9	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	24.982	4.102	0	0	7.35	7.35	7.35	7.35	0	24.982	1	4.102	102.55%
2	100	25.127	4.063	0	0	7.35	7.35	7.35	7.35	0	25.127	1	4.063	101.58%
3	100	25.505	4.073	0	0	7.35	6.107	5.828	6.428	0	25.505	1	4.073	101.83%
4	100	25.266	4.088	0	0	5.828	5.828	5.828	5.828	0	25.266	1	4.088	102.20%
5	100	25.718	4.08	0	0	5.305	4.983	5.078	5.122	0	25.718	1	4.08	102.00%
6	100	29.07	4.084	0	0	8.092	8.101	7.845	8.013	0	29.07	1	4.084	102.10%
7	100	29.221	3.866	0	0	4.5	6.11	7.233	5.948	0	29.221	1	3.866	96.65%
8	100	31.101	3.569	1	0	6.538	6.312	5.5	6.117	20	51.101	0	0	89.23%
9	100	48.764	2.593	0	0	4.306	3.912	5.907	4.708	0	48.764	1	2.593	64.83%
10	100	74.07	1.782	1	1	6.492	3.5	4.773	4.922	20	94.07	0	0	44.55%
Iteration  10	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	25.008	4.033	0	0	5.877	5.877	5.877	5.877	0	25.008	1	4.033	100.83%
2	100	25.055	4.03	0	0	5.877	5.877	5.877	5.877	0	25.055	1	4.03	100.75%
3	100	25.684	4.036	0	0	5.877	5.877	5.877	5.877	0	25.684	1	4.036	100.90%
4	100	25.337	4.019	0	0	5.877	5.877	5.877	5.877	0	25.337	1	4.019	100.48%
5	100	27.12	4.064	0	0	6.547	9.273	9.259	8.36	0	27.12	1	4.064	101.60%
6	100	27.7	4.032	0	0	8.488	5.28	5.647	6.472	0	27.7	1	4.032	100.80%
7	100	39.34	3.457	0	0	4.376	4.068	4.795	4.413	0	39.34	1	3.457	86.43%
8	100	28.685	3.968	0	0	4.441	4.367	4.479	4.429	0	28.685	1	3.968	99.20%
9	100	52.38	3.295	0	0	5.441	5.41	5.199	5.35	0	52.38	1	3.295	82.38%
10	100	75.563	2.021	0	0	7.254	6.52	3.934	5.903	0	75.563	1	2.021	50.53%
