Trees			
	Target Speed	8	m/s
	Penalty Time	5	sec
	Collision penalty	40	sec
	
Iteration  1	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
5	100	19.78	5.608	0	0	7.632	9.054	9.261	8.649	0	19.78	1	5.608	70.10%
6	100	19.224	5.818	0	0	7.681	5.774	7.039	6.831	0	19.224	1	5.818	72.73%
7	100	20.179	5.428	0	0	4.604	5.033	4.486	4.708	0	20.179	1	5.428	67.85%
8	100	32.77	3.765	0	0	5.907	5.022	4.182	5.037	0	32.77	1	3.765	47.06%
9	100	36.406	3.59	0	0	4.743	4.208	4.698	4.55	0	36.406	1	3.59	44.88%
10	100	37.662	3.425	0	0	8.13	8.887	8.618	8.545	0	37.662	1	3.425	42.81%

Iteration  4	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	12.452	8.043	0	0	5.929	5.929	5.929	5.929	0	12.452	1	8.043	100.54%
2	100	13.547	7.496	0	0	5.929	6.09	6.116	6.045	0	13.547	1	7.496	93.70%
3	100	13.509	7.497	0	0	6.44	6.492	6.492	6.475	0	13.509	1	7.497	93.71%
4	100	12.651	8.022	0	0	6.492	6.492	6.492	6.492	0	12.651	1	8.022	100.28%
5	100	19.56	5.739	0	0	7.338	9.251	9.245	8.611	0	19.56	1	5.739	71.74%
6	100	18.685	5.508	0	0	8.022	5.813	6.17	6.668	0	18.685	1	5.508	68.85%
7	100	21.04	5.268	0	0	5.75	7.046	6.597	6.464	0	21.04	1	5.268	65.85%
8	100	28.055	4.59	1	0	6.427	4.09	4.111	4.876	40	68.055	0	0	57.38%
9	100	44.417	3.167	0	0	4.761	6.311	6.237	5.77	0	44.417	1	3.167	39.59%
10	100	69.863	2.055	0	0	6.7	4.665	4.337	5.234	0	69.863	1	2.055	25.69%

Iteration  5	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	12.95	7.883	0	0	7.663	7.664	7.664	7.664	0	12.95	1	7.883	98.54%
2	100	12.537	8.022	0	0	7.664	7.664	7.664	7.664	0	12.537	1	8.022	100.28%
3	100	15.016	6.882	0	0	7.608	7.042	6.975	7.208	0	15.016	1	6.882	86.03%
4	100	13.821	7.439	0	0	6.944	6.884	6.883	6.904	0	13.821	1	7.439	92.99%
5	100	18.487	6.066	0	0	7.563	8.899	8.5	8.321	0	18.487	1	6.066	75.83%
6	100	20.104	5.242	0	0	7.396	4.996	5.399	5.93	0	20.104	1	5.242	65.53%
7	100	20.171	5.441	0	0	5.335	6.965	7.152	6.484	0	20.171	1	5.441	68.01%
8	100	32.851	3.793	0	0	6.411	4.858	4.225	5.165	0	32.851	1	3.793	47.41%
9	100	46.05	3.184	1	1	4.959	4.829	4.838	4.875	40	86.05	0	0	39.80%
10	100	47.3	3.193	0	0	6.834	6.125	4.315	5.758	0	47.3	1	3.193	39.91%

Iteration  6	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	12.585	7.975	0	0	7.583	7.584	7.584	7.584	0	12.585	1	7.975	99.69%
2	100	13.433	7.489	0	0	8.018	8.378	8.382	8.259	0	13.433	1	7.489	93.61%
3	100	15.003	6.823	0	0	8.414	8.189	8.141	8.248	0	15.003	1	6.823	85.29%
4	100	13.757	7.475	0	0	7.738	7.719	7.765	7.741	0	13.757	1	7.475	93.44%
5	100	15	6.918	0	0	6.095	5.222	5.284	5.534	0	15	1	6.918	86.48%
6	100	18.584	6.122	0	0	8.119	8.424	8.962	8.502	0	18.584	1	6.122	76.53%
7	100	27.624	4.273	0	0	8.345	7.785	6.649	7.593	0	27.624	1	4.273	53.41%
8	100	29.73	4.225	0	0	6.472	5.095	4.185	5.251	0	29.73	1	4.225	52.81%
9	100	36.485	4.338	0	0	4.717	4.843	5.163	4.908	0	36.485	1	4.338	54.23%
10	100	29.881	4.033	0	0	7.534	8.119	8.931	8.195	0	29.881	1	4.033	50.41%

Iteration  7	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	12.684	7.945	0	0	7.443	7.443	7.443	7.443	0	12.684	1	7.945	99.31%
2	100	12.614	8.009	0	0	7.519	7.583	7.584	7.562	0	12.614	1	8.009	100.11%
3	100	14.867	6.863	0	0	7.599	6.494	6.229	6.774	0	14.867	1	6.863	85.79%
4	100	15.512	6.634	0	0	6.174	6.081	6.081	6.112	0	15.512	1	6.634	82.93%
5	100	16.942	6.225	0	0	5.664	4.959	5.141	5.255	0	16.942	1	6.225	77.81%
6	100	23.758	4.954	0	0	8.272	8.851	8.618	8.58	0	23.758	1	4.954	61.93%
7	100	22.728	5.452	0	0	6.737	6.576	7.953	7.089	0	22.728	1	5.452	68.15%
8	100	34.461	3.911	0	0	6.341	4.285	4.427	5.018	0	34.461	1	3.911	48.89%
9	100	38.613	3.971	0	0	6.847	7.263	5.324	6.478	0	38.613	1	3.971	49.64%
10	100	50.955	3.24	0	0	5.876	3.95	4.142	4.656	0	50.955	1	3.24	40.50%

Iteration  8	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	12.54	8.048	0	0	5.95	5.951	5.951	5.951	0	12.54	1	8.048	100.60%
2	100	12.466	8.042	0	0	5.951	5.951	5.951	5.951	0	12.466	1	8.042	100.53%
3	100	14.004	7.27	0	0	5.979	5.872	5.777	5.876	0	14.004	1	7.27	90.88%
4	100	12.62	7.984	0	0	5.777	5.777	5.775	5.776	0	12.62	1	7.984	99.80%
5	100	20.909	5.422	0	0	6.021	6.727	8.64	7.129	0	20.909	1	5.422	67.78%
6	100	18.212	5.675	0	0	8.908	7.612	8.195	8.238	0	18.212	1	5.675	70.94%
7	100	21.481	5.141	0	0	6.955	6.6	6.681	6.745	0	21.481	1	5.141	64.26%
8	100	29.724	4.123	0	0	7.731	6.219	5.526	6.492	0	29.724	1	4.123	51.54%
9	100	39.733	3.716	0	0	7.025	5.007	5.76	5.931	0	39.733	1	3.716	46.45%
10	100	34.123	3.417	0	0	5.027	4.807	8.07	5.968	0	34.123	1	3.417	42.71%

Iteration  9	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	12.476	8.04	0	0	5.736	5.736	5.736	5.736	0	12.476	1	8.04	100.50%
2	100	12.47	8.044	0	0	5.736	5.736	5.736	5.736	0	12.47	1	8.044	100.55%
3	100	13.741	7.359	0	0	5.772	6.081	6.064	5.972	0	13.741	1	7.359	91.99%
4	100	13.55	7.49	0	0	6.214	6.345	6.346	6.302	0	13.55	1	7.49	93.63%
5	100	17.695	6.185	0	0	7.411	9.355	9.608	8.791	0	17.695	1	6.185	77.31%
6	100	17.105	6.007	0	0	8.871	7.391	7.491	7.918	0	17.105	1	6.007	75.09%
7	100	21.125	5.279	0	0	5.069	6.979	7.603	6.55	0	21.125	1	5.279	65.99%
8	100	21.829	4.997	1	0	7.293	6.71	5.952	6.652	40	61.829	0	0	62.46%
9	100	38.881	3.809	0	0	6.203	4.267	3.965	4.812	0	38.881	1	3.809	47.61%
10	100	47.552	3.034	0	0	4.444	5.278	7.591	5.771	0	47.552	1	3.034	37.93%

Iteration  10	Distance (m)	Time (s)	Avg. Speed	Collision Count	Manual Corrections	Start Alt.	Mid Alt.	End Alt.	Avg. Alt.	Collision Penalty (s)	Corrected Time (s)	Success	Speed Given Success	% Target Speed Achieved (Avg Speed)
1	100	12.503	8.084	0	0	5.672	5.672	5.672	5.672	0	12.503	1	8.084	101.05%
2	100	12.525	8.132	0	0	5.672	5.672	5.672	5.672	0	12.525	1	8.132	101.65%
3	100	16.269	6.463	0	0	5.747	6.043	5.763	5.851	0	16.269	1	6.463	80.79%
4	100	15.252	6.832	0	0	6.225	6.324	6.324	6.291	0	15.252	1	6.832	85.40%
5	100	14.831	7.043	0	0	5.287	4.895	5.053	5.078	0	14.831	1	7.043	88.04%
6	100	18.418	6.337	0	0	7.799	8.074	8.061	7.978	0	18.418	1	6.337	79.21%
7	100	20.085	5.444	0	0	6.912	6.658	6.703	6.758	0	20.085	1	5.444	68.05%
8	100	27.438	4.472	0	0	6.657	4.653	4.21	5.173	0	27.438	1	4.472	55.90%
9	100	33.844	4.137	1	0	5.226	6.17	4.699	5.365	40	73.844	0	0	51.71%
10	100	35.456	3.543	0	0	6.752	8.134	9.015	7.967	0	35.456	1	3.543	44.29%
